user_id,month,active,revenue,churn_prob
U00001,7/1/2023,TRUE,21.43687826850047,0.11132349292131839
U00001,8/1/2023,FALSE,0,0.11132349292131839
U00002,8/1/2024,TRUE,27.317247841522928,0.20831642668572126
U00002,9/1/2024,TRUE,27.317247841522928,0.20831642668572126
U00002,10/1/2024,TRUE,27.317247841522928,0.20831642668572126
U00002,11/1/2024,FALSE,0,0.20831642668572126
U00003,3/1/2024,TRUE,29.184240350149146,0.3848810515898507
U00003,4/1/2024,TRUE,29.184240350149146,0.3848810515898507
U00003,5/1/2024,FALSE,0,0.3848810515898507
U00004,11/1/2023,TRUE,15.32239459253304,0.15582000479339927
U00004,12/1/2023,TRUE,15.32239459253304,0.15582000479339927
U00004,1/1/2024,FALSE,0,0.15582000479339927
U00005,8/1/2023,TRUE,25.871222134591388,0.3050692172775255
U00005,9/1/2023,TRUE,25.871222134591388,0.3050692172775255
U00005,10/1/2023,FALSE,0,0.3050692172775255
U00006,9/1/2024,TRUE,26.866542017807856,0.2972472265257576
U00006,10/1/2024,TRUE,26.866542017807856,0.2972472265257576
U00006,11/1/2024,TRUE,26.866542017807856,0.2972472265257576
U00006,12/1/2024,TRUE,26.866542017807856,0.2972472265257576
U00007,7/1/2023,TRUE,20.413947969766678,0.4018065130692999
U00007,8/1/2023,TRUE,20.413947969766678,0.4018065130692999
U00007,9/1/2023,TRUE,20.413947969766678,0.4018065130692999
U00007,10/1/2023,FALSE,0,0.4018065130692999
U00008,7/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00008,8/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00008,9/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00008,10/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00008,11/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00008,12/1/2024,TRUE,19.02534545992027,0.37443515691844953
U00009,11/1/2024,FALSE,0,0.44305199820144914
U00010,11/1/2023,TRUE,24.064711036786104,0.15139168766821326
U00010,12/1/2023,TRUE,24.064711036786104,0.15139168766821326
U00010,1/1/2024,FALSE,0,0.15139168766821326
U00011,11/1/2023,TRUE,21.24668028589358,0.7391384915146716
U00011,12/1/2023,TRUE,21.24668028589358,0.7391384915146716
U00011,1/1/2024,TRUE,21.24668028589358,0.7391384915146716
U00011,2/1/2024,FALSE,0,0.7391384915146716
U00012,12/1/2024,TRUE,27.77785342,0.149548225
U00013,9/1/2024,TRUE,27.130678621790885,0.080573917
U00013,10/1/2024,TRUE,27.130678621790885,0.080573917
U00013,11/1/2024,FALSE,0,0.080573917
U00014,4/1/2023,TRUE,26.87963149992925,0.11621794270116165
U00014,5/1/2023,TRUE,26.87963149992925,0.11621794270116165
U00014,6/1/2023,TRUE,26.87963149992925,0.11621794270116165
U00014,7/1/2023,FALSE,0,0.11621794270116165
U00015,8/1/2023,TRUE,31.290972205968885,0.3814098760351186
U00015,9/1/2023,TRUE,31.290972205968885,0.3814098760351186
U00015,10/1/2023,TRUE,31.290972205968885,0.3814098760351186
U00015,11/1/2023,FALSE,0,0.3814098760351186
U00016,12/1/2024,TRUE,28.22723590527284,0.32606131283294126
U00017,3/1/2023,FALSE,0,0.6647211681295669
U00018,10/1/2024,FALSE,0,0.629900001
U00019,9/1/2024,TRUE,30.787455551625413,0.2077246097812529
U00019,10/1/2024,TRUE,30.787455551625413,0.2077246097812529
U00019,11/1/2024,TRUE,30.787455551625413,0.2077246097812529
U00019,12/1/2024,TRUE,30.787455551625413,0.2077246097812529
U00020,2/1/2023,TRUE,31.333340524677475,0.4477224966354819
U00020,3/1/2023,TRUE,31.333340524677475,0.4477224966354819
U00020,4/1/2023,TRUE,31.333340524677475,0.4477224966354819
U00020,5/1/2023,TRUE,31.333340524677475,0.4477224966354819
U00020,6/1/2023,FALSE,0,0.4477224966354819
U00021,12/1/2024,TRUE,23.354572544864162,0.17773022783042403
U00022,12/1/2023,TRUE,20.953401186524182,0.35695767343084583
U00022,1/1/2024,TRUE,20.953401186524182,0.35695767343084583
U00022,2/1/2024,TRUE,20.953401186524182,0.35695767343084583
U00022,3/1/2024,FALSE,0,0.35695767343084583
U00023,6/1/2023,FALSE,0,0.10784020521948345
U00024,2/1/2023,TRUE,15.898329451364484,0.3678513993620498
U00024,3/1/2023,FALSE,0,0.3678513993620498
U00025,9/1/2024,TRUE,26.99178183809581,0.11332535274023904
U00025,10/1/2024,TRUE,26.99178183809581,0.11332535274023904
U00025,11/1/2024,TRUE,26.99178183809581,0.11332535274023904
U00025,12/1/2024,TRUE,26.99178183809581,0.11332535274023904
U00026,1/1/2023,TRUE,32.48394610666274,0.3166202425163296
U00026,2/1/2023,TRUE,32.48394610666274,0.3166202425163296
U00026,3/1/2023,TRUE,32.48394610666274,0.3166202425163296
U00026,4/1/2023,TRUE,32.48394610666274,0.3166202425163296
U00026,5/1/2023,TRUE,32.48394610666274,0.3166202425163296
U00026,6/1/2023,FALSE,0,0.3166202425163296
U00027,12/1/2023,TRUE,23.09421140891496,0.24040764131069345
U00027,1/1/2024,TRUE,23.09421140891496,0.24040764131069345
U00027,2/1/2024,FALSE,0,0.24040764131069345
U00028,10/1/2024,FALSE,0,0.38499162523537206
U00029,12/1/2023,TRUE,25.505149111224732,0.2983235632697581
U00029,1/1/2024,TRUE,25.505149111224732,0.2983235632697581
U00029,2/1/2024,FALSE,0,0.2983235632697581
U00030,5/1/2024,TRUE,30.216595072398984,0.2455422584815013
U00030,6/1/2024,FALSE,0,0.2455422584815013
U00031,10/1/2023,TRUE,25.530605489587273,0.071699914
U00031,11/1/2023,TRUE,25.530605489587273,0.071699914
U00031,12/1/2023,FALSE,0,0.071699914
U00032,4/1/2024,TRUE,23.286428295486857,0.25308290808066963
U00032,5/1/2024,TRUE,23.286428295486857,0.25308290808066963
U00032,6/1/2024,TRUE,23.286428295486857,0.25308290808066963
U00032,7/1/2024,FALSE,0,0.25308290808066963
U00033,3/1/2024,FALSE,0,0.36171228818813556
U00034,3/1/2024,TRUE,25.47122882093171,0.29151170732817877
U00034,4/1/2024,FALSE,0,0.29151170732817877
U00035,7/1/2024,TRUE,24.650936545935156,0.3420497578920026
U00035,8/1/2024,TRUE,24.650936545935156,0.3420497578920026
U00035,9/1/2024,FALSE,0,0.3420497578920026
U00036,12/1/2023,TRUE,14.827169722388403,0.12704780646510636
U00036,1/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,2/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,3/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,4/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,5/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,6/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,7/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,8/1/2024,TRUE,14.827169722388403,0.12704780646510636
U00036,9/1/2024,FALSE,0,0.12704780646510636
U00037,11/1/2024,FALSE,0,0.32358533584782734
U00038,8/1/2024,TRUE,22.01182209899486,0.49717590724571736
U00038,9/1/2024,FALSE,0,0.49717590724571736
U00039,3/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,4/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,5/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,6/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,7/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,8/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,9/1/2023,TRUE,22.012863692764352,0.13405479256891312
U00039,10/1/2023,FALSE,0,0.13405479256891312
U00040,5/1/2023,TRUE,24.85891392089018,0.26718287028266874
U00040,6/1/2023,TRUE,24.85891392089018,0.26718287028266874
U00040,7/1/2023,TRUE,24.85891392089018,0.26718287028266874
U00040,8/1/2023,FALSE,0,0.26718287028266874
U00041,7/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00041,8/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00041,9/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00041,10/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00041,11/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00041,12/1/2024,TRUE,24.451140921884182,0.2137175210625075
U00042,7/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,8/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,9/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,10/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,11/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,12/1/2023,TRUE,24.68622602875704,0.10313318690106602
U00042,1/1/2024,FALSE,0,0.10313318690106602
U00043,9/1/2024,FALSE,0,0.19192008387668902
U00044,9/1/2023,TRUE,22.792877525625038,0.16775587055243493
U00044,10/1/2023,TRUE,22.792877525625038,0.16775587055243493
U00044,11/1/2023,TRUE,22.792877525625038,0.16775587055243493
U00044,12/1/2023,TRUE,22.792877525625038,0.16775587055243493
U00044,1/1/2024,FALSE,0,0.16775587055243493
U00045,7/1/2023,TRUE,20.65314599078509,0.087421157
U00045,8/1/2023,TRUE,20.65314599078509,0.087421157
U00045,9/1/2023,TRUE,20.65314599078509,0.087421157
U00045,10/1/2023,TRUE,20.65314599078509,0.087421157
U00045,11/1/2023,TRUE,20.65314599078509,0.087421157
U00045,12/1/2023,TRUE,20.65314599078509,0.087421157
U00045,1/1/2024,FALSE,0,0.087421157
U00046,6/1/2024,TRUE,32.83497099831297,0.6355556572941642
U00046,7/1/2024,TRUE,32.83497099831297,0.6355556572941642
U00046,8/1/2024,FALSE,0,0.6355556572941642
U00047,4/1/2023,FALSE,0,0.4076810194606326
U00048,2/1/2024,TRUE,19.588899802335433,0.2995873025090476
U00048,3/1/2024,TRUE,19.588899802335433,0.2995873025090476
U00048,4/1/2024,TRUE,19.588899802335433,0.2995873025090476
U00048,5/1/2024,FALSE,0,0.2995873025090476
U00049,6/1/2024,FALSE,0,0.46949379233692623
U00050,9/1/2023,TRUE,15.766639396712517,0.20016708317022705
U00050,10/1/2023,TRUE,15.766639396712517,0.20016708317022705
U00050,11/1/2023,TRUE,15.766639396712517,0.20016708317022705
U00050,12/1/2023,TRUE,15.766639396712517,0.20016708317022705
U00050,1/1/2024,TRUE,15.766639396712517,0.20016708317022705
U00050,2/1/2024,FALSE,0,0.20016708317022705
U00051,9/1/2024,TRUE,39.35194858323433,0.4009436463722719
U00051,10/1/2024,FALSE,0,0.4009436463722719
U00052,2/1/2023,FALSE,0,0.5108832313797095
U00053,8/1/2024,TRUE,27.659673348675657,0.33156512092884993
U00053,9/1/2024,TRUE,27.659673348675657,0.33156512092884993
U00053,10/1/2024,FALSE,0,0.33156512092884993
U00054,3/1/2024,TRUE,29.29285210630666,0.1966218201800923
U00054,4/1/2024,TRUE,29.29285210630666,0.1966218201800923
U00054,5/1/2024,FALSE,0,0.1966218201800923
U00055,7/1/2023,TRUE,27.21858409582018,0.17472668392205196
U00055,8/1/2023,TRUE,27.21858409582018,0.17472668392205196
U00055,9/1/2023,TRUE,27.21858409582018,0.17472668392205196
U00055,10/1/2023,TRUE,27.21858409582018,0.17472668392205196
U00055,11/1/2023,TRUE,27.21858409582018,0.17472668392205196
U00055,12/1/2023,FALSE,0,0.17472668392205196
U00056,12/1/2023,TRUE,21.70484649,0.29402420798969375
U00056,1/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,2/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,3/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,4/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,5/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,6/1/2024,TRUE,21.70484649,0.29402420798969375
U00056,7/1/2024,FALSE,0,0.29402420798969375
U00057,8/1/2023,TRUE,30.97831636934805,0.12232944668480088
U00057,9/1/2023,TRUE,30.97831636934805,0.12232944668480088
U00057,10/1/2023,TRUE,30.97831636934805,0.12232944668480088
U00057,11/1/2023,TRUE,30.97831636934805,0.12232944668480088
U00057,12/1/2023,TRUE,30.97831636934805,0.12232944668480088
U00057,1/1/2024,TRUE,30.97831636934805,0.12232944668480088
U00057,2/1/2024,TRUE,30.97831636934805,0.12232944668480088
U00057,3/1/2024,TRUE,30.97831636934805,0.12232944668480088
U00057,4/1/2024,TRUE,30.97831636934805,0.12232944668480088
U00057,5/1/2024,TRUE,30.97831636934805,0.12232944668480088
U00057,6/1/2024,FALSE,0,0.12232944668480088
U00058,3/1/2024,TRUE,31.780789504213956,0.5594222939672598
U00058,4/1/2024,FALSE,0,0.5594222939672598
U00059,3/1/2023,FALSE,0,0.49161302344320634
U00060,2/1/2024,TRUE,24.839972169770867,0.2451594847017914
U00060,3/1/2024,TRUE,24.839972169770867,0.2451594847017914
U00060,4/1/2024,FALSE,0,0.2451594847017914
U00061,5/1/2024,TRUE,18.834093470878372,0.12093598745667244
U00061,6/1/2024,TRUE,18.834093470878372,0.12093598745667244
U00061,7/1/2024,TRUE,18.834093470878372,0.12093598745667244
U00061,8/1/2024,TRUE,18.834093470878372,0.12093598745667244
